Gtype 1
Gr1_inner 53
Gr1_outer 61
Gr2_inner 53
Gr2_outer 61
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 27 22 0 50 30 -210 3.8 3.8 40 0 0 0
Tower 0 27 23 0 50 34 -210 3.8 3.8 40 0 0 0
Tower 0 28 8 0 54 -26 -210 3.8 3.8 40 0 0 0
Tower 0 28 9 0 54 -22 -210 3.8 3.8 40 0 0 0
Tower 0 28 10 0 54 -18 -210 3.8 3.8 40 0 0 0
Tower 0 28 11 0 54 -14 -210 3.8 3.8 40 0 0 0
Tower 0 28 12 0 54 -10 -210 3.8 3.8 40 0 0 0
Tower 0 28 13 0 54 -6 -210 3.8 3.8 40 0 0 0
Tower 0 28 14 0 54 -2 -210 3.8 3.8 40 0 0 0
Tower 0 28 15 0 54 2 -210 3.8 3.8 40 0 0 0
Tower 0 28 16 0 54 6 -210 3.8 3.8 40 0 0 0
Tower 0 28 17 0 54 10 -210 3.8 3.8 40 0 0 0
Tower 0 28 18 0 54 14 -210 3.8 3.8 40 0 0 0
Tower 0 28 19 0 54 18 -210 3.8 3.8 40 0 0 0
Tower 0 28 20 0 54 22 -210 3.8 3.8 40 0 0 0
Tower 0 28 21 0 54 26 -210 3.8 3.8 40 0 0 0
Tower 0 29 10 0 58 -18 -210 3.8 3.8 40 0 0 0
Tower 0 29 11 0 58 -14 -210 3.8 3.8 40 0 0 0
Tower 0 29 12 0 58 -10 -210 3.8 3.8 40 0 0 0
Tower 0 29 13 0 58 -6 -210 3.8 3.8 40 0 0 0
Tower 0 29 14 0 58 -2 -210 3.8 3.8 40 0 0 0
Tower 0 29 15 0 58 2 -210 3.8 3.8 40 0 0 0
Tower 0 29 16 0 58 6 -210 3.8 3.8 40 0 0 0
Tower 0 29 17 0 58 10 -210 3.8 3.8 40 0 0 0
Tower 0 29 18 0 58 14 -210 3.8 3.8 40 0 0 0
Tower 0 29 19 0 58 18 -210 3.8 3.8 40 0 0 0
