Gtype 1
Gr1_inner 8
Gr1_outer 61
Gr2_inner 8
Gr2_outer 61
Gdx 2.07336
Gdy 2.07336
Gdz 20.05
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 1.95
Gcrystal_dy 1.95
Gcrystal_dz 20
Gcarbon_gap 0.025
Greflective_foil_thickness 0.0066
Gtedlar_thickness 0.00508
carbon_frame_style 1
carbon_frame_depth 2.0
carbon_face_lip 0.1
Gair_gap 0
Gmaterial 0.5
Gcolor_R 0
Gcolor_G 0
Gcolor_B 1
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 11 9 0 -37 -41 -185 1.95 1.95 20 0 0 0
Tower 0 10 10 0 -39 -39 -185 1.95 1.95 20 0 0 0
Tower 0 10 11 0 -39 -37 -185 1.95 1.95 20 0 0 0
Tower 0 11 10 0 -37 -39 -185 1.95 1.95 20 0 0 0
Tower 0 11 11 0 -37 -37 -185 1.95 1.95 20 0 0 0
Tower 0 10 12 0 -39 -35 -185 1.95 1.95 20 0 0 0
Tower 0 10 13 0 -39 -33 -185 1.95 1.95 20 0 0 0
Tower 0 11 12 0 -37 -35 -185 1.95 1.95 20 0 0 0
Tower 0 11 13 0 -37 -33 -185 1.95 1.95 20 0 0 0
Tower 0 10 14 0 -39 -31 -185 1.95 1.95 20 0 0 0
Tower 0 10 15 0 -39 -29 -185 1.95 1.95 20 0 0 0
Tower 0 11 14 0 -37 -31 -185 1.95 1.95 20 0 0 0
Tower 0 11 15 0 -37 -29 -185 1.95 1.95 20 0 0 0
Tower 0 10 16 0 -39 -27 -185 1.95 1.95 20 0 0 0
Tower 0 10 17 0 -39 -25 -185 1.95 1.95 20 0 0 0
Tower 0 11 16 0 -37 -27 -185 1.95 1.95 20 0 0 0
Tower 0 11 17 0 -37 -25 -185 1.95 1.95 20 0 0 0
Tower 0 10 18 0 -39 -23 -185 1.95 1.95 20 0 0 0
Tower 0 10 19 0 -39 -21 -185 1.95 1.95 20 0 0 0
Tower 0 11 18 0 -37 -23 -185 1.95 1.95 20 0 0 0
Tower 0 11 19 0 -37 -21 -185 1.95 1.95 20 0 0 0
Tower 0 10 20 0 -39 -19 -185 1.95 1.95 20 0 0 0
Tower 0 10 21 0 -39 -17 -185 1.95 1.95 20 0 0 0
Tower 0 11 20 0 -37 -19 -185 1.95 1.95 20 0 0 0
Tower 0 11 21 0 -37 -17 -185 1.95 1.95 20 0 0 0
Tower 0 10 22 0 -39 -15 -185 1.95 1.95 20 0 0 0
Tower 0 10 23 0 -39 -13 -185 1.95 1.95 20 0 0 0
Tower 0 11 22 0 -37 -15 -185 1.95 1.95 20 0 0 0
Tower 0 11 23 0 -37 -13 -185 1.95 1.95 20 0 0 0
Tower 0 10 24 0 -39 -11 -185 1.95 1.95 20 0 0 0
Tower 0 10 25 0 -39 -9 -185 1.95 1.95 20 0 0 0
Tower 0 11 24 0 -37 -11 -185 1.95 1.95 20 0 0 0
Tower 0 11 25 0 -37 -9 -185 1.95 1.95 20 0 0 0
Tower 0 10 26 0 -39 -7 -185 1.95 1.95 20 0 0 0
Tower 0 10 27 0 -39 -5 -185 1.95 1.95 20 0 0 0
Tower 0 11 26 0 -37 -7 -185 1.95 1.95 20 0 0 0
Tower 0 11 27 0 -37 -5 -185 1.95 1.95 20 0 0 0
Tower 0 10 28 0 -39 -3 -185 1.95 1.95 20 0 0 0
Tower 0 10 29 0 -39 -1 -185 1.95 1.95 20 0 0 0
Tower 0 11 28 0 -37 -3 -185 1.95 1.95 20 0 0 0
Tower 0 11 29 0 -37 -1 -185 1.95 1.95 20 0 0 0
Tower 0 10 30 0 -39 1 -185 1.95 1.95 20 0 0 0
Tower 0 10 31 0 -39 3 -185 1.95 1.95 20 0 0 0
Tower 0 11 30 0 -37 1 -185 1.95 1.95 20 0 0 0
Tower 0 11 31 0 -37 3 -185 1.95 1.95 20 0 0 0
Tower 0 10 32 0 -39 5 -185 1.95 1.95 20 0 0 0
Tower 0 10 33 0 -39 7 -185 1.95 1.95 20 0 0 0
Tower 0 11 32 0 -37 5 -185 1.95 1.95 20 0 0 0
Tower 0 11 33 0 -37 7 -185 1.95 1.95 20 0 0 0
Tower 0 10 34 0 -39 9 -185 1.95 1.95 20 0 0 0
Tower 0 10 35 0 -39 11 -185 1.95 1.95 20 0 0 0
Tower 0 11 34 0 -37 9 -185 1.95 1.95 20 0 0 0
Tower 0 11 35 0 -37 11 -185 1.95 1.95 20 0 0 0
Tower 0 10 36 0 -39 13 -185 1.95 1.95 20 0 0 0
Tower 0 10 37 0 -39 15 -185 1.95 1.95 20 0 0 0
Tower 0 11 36 0 -37 13 -185 1.95 1.95 20 0 0 0
Tower 0 11 37 0 -37 15 -185 1.95 1.95 20 0 0 0
Tower 0 10 38 0 -39 17 -185 1.95 1.95 20 0 0 0
Tower 0 10 39 0 -39 19 -185 1.95 1.95 20 0 0 0
Tower 0 11 38 0 -37 17 -185 1.95 1.95 20 0 0 0
Tower 0 11 39 0 -37 19 -185 1.95 1.95 20 0 0 0
Tower 0 10 40 0 -39 21 -185 1.95 1.95 20 0 0 0
Tower 0 10 41 0 -39 23 -185 1.95 1.95 20 0 0 0
Tower 0 11 40 0 -37 21 -185 1.95 1.95 20 0 0 0
Tower 0 11 41 0 -37 23 -185 1.95 1.95 20 0 0 0
Tower 0 10 42 0 -39 25 -185 1.95 1.95 20 0 0 0
Tower 0 10 43 0 -39 27 -185 1.95 1.95 20 0 0 0
Tower 0 11 42 0 -37 25 -185 1.95 1.95 20 0 0 0
Tower 0 11 43 0 -37 27 -185 1.95 1.95 20 0 0 0
Tower 0 10 44 0 -39 29 -185 1.95 1.95 20 0 0 0
Tower 0 10 45 0 -39 31 -185 1.95 1.95 20 0 0 0
Tower 0 11 44 0 -37 29 -185 1.95 1.95 20 0 0 0
Tower 0 11 45 0 -37 31 -185 1.95 1.95 20 0 0 0
Tower 0 10 46 0 -39 33 -185 1.95 1.95 20 0 0 0
Tower 0 10 47 0 -39 35 -185 1.95 1.95 20 0 0 0
Tower 0 11 46 0 -37 33 -185 1.95 1.95 20 0 0 0
Tower 0 11 47 0 -37 35 -185 1.95 1.95 20 0 0 0
Tower 0 10 48 0 -39 37 -185 1.95 1.95 20 0 0 0
Tower 0 10 49 0 -39 39 -185 1.95 1.95 20 0 0 0
Tower 0 11 48 0 -37 37 -185 1.95 1.95 20 0 0 0
Tower 0 11 49 0 -37 39 -185 1.95 1.95 20 0 0 0
Tower 0 10 50 0 -39 41 -185 1.95 1.95 20 0 0 0
Tower 0 10 51 0 -39 43 -185 1.95 1.95 20 0 0 0
Tower 0 11 50 0 -37 41 -185 1.95 1.95 20 0 0 0
Tower 0 11 51 0 -37 43 -185 1.95 1.95 20 0 0 0
Tower 0 10 52 0 -39 45 -185 1.95 1.95 20 0 0 0
Tower 0 10 53 0 -39 47 -185 1.95 1.95 20 0 0 0
Tower 0 11 52 0 -37 45 -185 1.95 1.95 20 0 0 0
Tower 0 11 53 0 -37 47 -185 1.95 1.95 20 0 0 0
Tower 0 12 4 0 -35 -51 -185 1.95 1.95 20 0 0 0
Tower 0 12 5 0 -35 -49 -185 1.95 1.95 20 0 0 0
Tower 0 13 4 0 -33 -51 -185 1.95 1.95 20 0 0 0
Tower 0 13 5 0 -33 -49 -185 1.95 1.95 20 0 0 0
Tower 0 12 6 0 -35 -47 -185 1.95 1.95 20 0 0 0
Tower 0 12 7 0 -35 -45 -185 1.95 1.95 20 0 0 0
Tower 0 13 6 0 -33 -47 -185 1.95 1.95 20 0 0 0
Tower 0 13 7 0 -33 -45 -185 1.95 1.95 20 0 0 0
Tower 0 12 8 0 -35 -43 -185 1.95 1.95 20 0 0 0
Tower 0 12 9 0 -35 -41 -185 1.95 1.95 20 0 0 0
Tower 0 13 8 0 -33 -43 -185 1.95 1.95 20 0 0 0
Tower 0 13 9 0 -33 -41 -185 1.95 1.95 20 0 0 0
Tower 0 12 10 0 -35 -39 -185 1.95 1.95 20 0 0 0
Tower 0 12 11 0 -35 -37 -185 1.95 1.95 20 0 0 0
Tower 0 13 10 0 -33 -39 -185 1.95 1.95 20 0 0 0
Tower 0 13 11 0 -33 -37 -185 1.95 1.95 20 0 0 0
Tower 0 12 12 0 -35 -35 -185 1.95 1.95 20 0 0 0
Tower 0 12 13 0 -35 -33 -185 1.95 1.95 20 0 0 0
Tower 0 13 12 0 -33 -35 -185 1.95 1.95 20 0 0 0
Tower 0 13 13 0 -33 -33 -185 1.95 1.95 20 0 0 0
Tower 0 12 14 0 -35 -31 -185 1.95 1.95 20 0 0 0
Tower 0 12 15 0 -35 -29 -185 1.95 1.95 20 0 0 0
Tower 0 13 14 0 -33 -31 -185 1.95 1.95 20 0 0 0
Tower 0 13 15 0 -33 -29 -185 1.95 1.95 20 0 0 0
Tower 0 12 16 0 -35 -27 -185 1.95 1.95 20 0 0 0
Tower 0 12 17 0 -35 -25 -185 1.95 1.95 20 0 0 0
Tower 0 13 16 0 -33 -27 -185 1.95 1.95 20 0 0 0
Tower 0 13 17 0 -33 -25 -185 1.95 1.95 20 0 0 0
Tower 0 12 18 0 -35 -23 -185 1.95 1.95 20 0 0 0
Tower 0 12 19 0 -35 -21 -185 1.95 1.95 20 0 0 0
Tower 0 13 18 0 -33 -23 -185 1.95 1.95 20 0 0 0
Tower 0 13 19 0 -33 -21 -185 1.95 1.95 20 0 0 0
Tower 0 12 20 0 -35 -19 -185 1.95 1.95 20 0 0 0
Tower 0 12 21 0 -35 -17 -185 1.95 1.95 20 0 0 0
Tower 0 13 20 0 -33 -19 -185 1.95 1.95 20 0 0 0
Tower 0 13 21 0 -33 -17 -185 1.95 1.95 20 0 0 0
Tower 0 12 22 0 -35 -15 -185 1.95 1.95 20 0 0 0
Tower 0 12 23 0 -35 -13 -185 1.95 1.95 20 0 0 0
Tower 0 13 22 0 -33 -15 -185 1.95 1.95 20 0 0 0
Tower 0 13 23 0 -33 -13 -185 1.95 1.95 20 0 0 0
Tower 0 12 24 0 -35 -11 -185 1.95 1.95 20 0 0 0
Tower 0 12 25 0 -35 -9 -185 1.95 1.95 20 0 0 0
Tower 0 13 24 0 -33 -11 -185 1.95 1.95 20 0 0 0
Tower 0 13 25 0 -33 -9 -185 1.95 1.95 20 0 0 0
Tower 0 12 26 0 -35 -7 -185 1.95 1.95 20 0 0 0
Tower 0 12 27 0 -35 -5 -185 1.95 1.95 20 0 0 0
Tower 0 13 26 0 -33 -7 -185 1.95 1.95 20 0 0 0
Tower 0 13 27 0 -33 -5 -185 1.95 1.95 20 0 0 0
Tower 0 12 28 0 -35 -3 -185 1.95 1.95 20 0 0 0
Tower 0 12 29 0 -35 -1 -185 1.95 1.95 20 0 0 0
Tower 0 13 28 0 -33 -3 -185 1.95 1.95 20 0 0 0
Tower 0 13 29 0 -33 -1 -185 1.95 1.95 20 0 0 0
Tower 0 12 30 0 -35 1 -185 1.95 1.95 20 0 0 0
Tower 0 12 31 0 -35 3 -185 1.95 1.95 20 0 0 0
Tower 0 13 30 0 -33 1 -185 1.95 1.95 20 0 0 0
Tower 0 13 31 0 -33 3 -185 1.95 1.95 20 0 0 0
Tower 0 12 32 0 -35 5 -185 1.95 1.95 20 0 0 0
Tower 0 12 33 0 -35 7 -185 1.95 1.95 20 0 0 0
Tower 0 13 32 0 -33 5 -185 1.95 1.95 20 0 0 0
Tower 0 13 33 0 -33 7 -185 1.95 1.95 20 0 0 0
Tower 0 12 34 0 -35 9 -185 1.95 1.95 20 0 0 0
Tower 0 12 35 0 -35 11 -185 1.95 1.95 20 0 0 0
Tower 0 13 34 0 -33 9 -185 1.95 1.95 20 0 0 0
Tower 0 13 35 0 -33 11 -185 1.95 1.95 20 0 0 0
Tower 0 12 36 0 -35 13 -185 1.95 1.95 20 0 0 0
Tower 0 12 37 0 -35 15 -185 1.95 1.95 20 0 0 0
Tower 0 13 36 0 -33 13 -185 1.95 1.95 20 0 0 0
Tower 0 13 37 0 -33 15 -185 1.95 1.95 20 0 0 0
Tower 0 12 38 0 -35 17 -185 1.95 1.95 20 0 0 0
Tower 0 12 39 0 -35 19 -185 1.95 1.95 20 0 0 0
Tower 0 13 38 0 -33 17 -185 1.95 1.95 20 0 0 0
Tower 0 13 39 0 -33 19 -185 1.95 1.95 20 0 0 0
Tower 0 12 40 0 -35 21 -185 1.95 1.95 20 0 0 0
Tower 0 12 41 0 -35 23 -185 1.95 1.95 20 0 0 0
Tower 0 13 40 0 -33 21 -185 1.95 1.95 20 0 0 0
Tower 0 13 41 0 -33 23 -185 1.95 1.95 20 0 0 0
Tower 0 12 42 0 -35 25 -185 1.95 1.95 20 0 0 0
Tower 0 12 43 0 -35 27 -185 1.95 1.95 20 0 0 0
Tower 0 13 42 0 -33 25 -185 1.95 1.95 20 0 0 0
Tower 0 13 43 0 -33 27 -185 1.95 1.95 20 0 0 0
Tower 0 12 44 0 -35 29 -185 1.95 1.95 20 0 0 0
Tower 0 12 45 0 -35 31 -185 1.95 1.95 20 0 0 0
Tower 0 13 44 0 -33 29 -185 1.95 1.95 20 0 0 0
Tower 0 13 45 0 -33 31 -185 1.95 1.95 20 0 0 0
Tower 0 12 46 0 -35 33 -185 1.95 1.95 20 0 0 0
Tower 0 12 47 0 -35 35 -185 1.95 1.95 20 0 0 0
Tower 0 13 46 0 -33 33 -185 1.95 1.95 20 0 0 0
Tower 0 13 47 0 -33 35 -185 1.95 1.95 20 0 0 0
Tower 0 12 48 0 -35 37 -185 1.95 1.95 20 0 0 0
Tower 0 12 49 0 -35 39 -185 1.95 1.95 20 0 0 0
Tower 0 13 48 0 -33 37 -185 1.95 1.95 20 0 0 0
Tower 0 13 49 0 -33 39 -185 1.95 1.95 20 0 0 0
Tower 0 12 50 0 -35 41 -185 1.95 1.95 20 0 0 0
Tower 0 12 51 0 -35 43 -185 1.95 1.95 20 0 0 0
Tower 0 13 50 0 -33 41 -185 1.95 1.95 20 0 0 0
Tower 0 13 51 0 -33 43 -185 1.95 1.95 20 0 0 0
Tower 0 12 52 0 -35 45 -185 1.95 1.95 20 0 0 0
Tower 0 12 53 0 -35 47 -185 1.95 1.95 20 0 0 0
Tower 0 13 52 0 -33 45 -185 1.95 1.95 20 0 0 0
Tower 0 13 53 0 -33 47 -185 1.95 1.95 20 0 0 0
Tower 0 12 54 0 -35 49 -185 1.95 1.95 20 0 0 0
Tower 0 12 55 0 -35 51 -185 1.95 1.95 20 0 0 0
Tower 0 13 54 0 -33 49 -185 1.95 1.95 20 0 0 0
Tower 0 13 55 0 -33 51 -185 1.95 1.95 20 0 0 0
Tower 0 14 4 0 -31 -51 -185 1.95 1.95 20 0 0 0
Tower 0 14 5 0 -31 -49 -185 1.95 1.95 20 0 0 0
Tower 0 15 4 0 -29 -51 -185 1.95 1.95 20 0 0 0
Tower 0 15 5 0 -29 -49 -185 1.95 1.95 20 0 0 0
Tower 0 14 6 0 -31 -47 -185 1.95 1.95 20 0 0 0
Tower 0 14 7 0 -31 -45 -185 1.95 1.95 20 0 0 0
Tower 0 15 6 0 -29 -47 -185 1.95 1.95 20 0 0 0
Tower 0 15 7 0 -29 -45 -185 1.95 1.95 20 0 0 0
Tower 0 14 8 0 -31 -43 -185 1.95 1.95 20 0 0 0
Tower 0 14 9 0 -31 -41 -185 1.95 1.95 20 0 0 0
Tower 0 15 8 0 -29 -43 -185 1.95 1.95 20 0 0 0
Tower 0 15 9 0 -29 -41 -185 1.95 1.95 20 0 0 0
Tower 0 14 10 0 -31 -39 -185 1.95 1.95 20 0 0 0
Tower 0 14 11 0 -31 -37 -185 1.95 1.95 20 0 0 0
Tower 0 15 10 0 -29 -39 -185 1.95 1.95 20 0 0 0
Tower 0 15 11 0 -29 -37 -185 1.95 1.95 20 0 0 0
Tower 0 14 12 0 -31 -35 -185 1.95 1.95 20 0 0 0
Tower 0 14 13 0 -31 -33 -185 1.95 1.95 20 0 0 0
Tower 0 15 12 0 -29 -35 -185 1.95 1.95 20 0 0 0
Tower 0 15 13 0 -29 -33 -185 1.95 1.95 20 0 0 0
Tower 0 14 14 0 -31 -31 -185 1.95 1.95 20 0 0 0
Tower 0 14 15 0 -31 -29 -185 1.95 1.95 20 0 0 0
Tower 0 15 14 0 -29 -31 -185 1.95 1.95 20 0 0 0
Tower 0 15 15 0 -29 -29 -185 1.95 1.95 20 0 0 0
Tower 0 14 16 0 -31 -27 -185 1.95 1.95 20 0 0 0
Tower 0 14 17 0 -31 -25 -185 1.95 1.95 20 0 0 0
Tower 0 15 16 0 -29 -27 -185 1.95 1.95 20 0 0 0
Tower 0 15 17 0 -29 -25 -185 1.95 1.95 20 0 0 0
Tower 0 14 18 0 -31 -23 -185 1.95 1.95 20 0 0 0
Tower 0 14 19 0 -31 -21 -185 1.95 1.95 20 0 0 0
Tower 0 15 18 0 -29 -23 -185 1.95 1.95 20 0 0 0
Tower 0 15 19 0 -29 -21 -185 1.95 1.95 20 0 0 0
Tower 0 14 20 0 -31 -19 -185 1.95 1.95 20 0 0 0
Tower 0 14 21 0 -31 -17 -185 1.95 1.95 20 0 0 0
Tower 0 15 20 0 -29 -19 -185 1.95 1.95 20 0 0 0
Tower 0 15 21 0 -29 -17 -185 1.95 1.95 20 0 0 0
Tower 0 14 22 0 -31 -15 -185 1.95 1.95 20 0 0 0
Tower 0 14 23 0 -31 -13 -185 1.95 1.95 20 0 0 0
Tower 0 15 22 0 -29 -15 -185 1.95 1.95 20 0 0 0
Tower 0 15 23 0 -29 -13 -185 1.95 1.95 20 0 0 0
Tower 0 14 24 0 -31 -11 -185 1.95 1.95 20 0 0 0
Tower 0 14 25 0 -31 -9 -185 1.95 1.95 20 0 0 0
Tower 0 15 24 0 -29 -11 -185 1.95 1.95 20 0 0 0
Tower 0 15 25 0 -29 -9 -185 1.95 1.95 20 0 0 0
Tower 0 14 26 0 -31 -7 -185 1.95 1.95 20 0 0 0
Tower 0 14 27 0 -31 -5 -185 1.95 1.95 20 0 0 0
Tower 0 15 26 0 -29 -7 -185 1.95 1.95 20 0 0 0
Tower 0 15 27 0 -29 -5 -185 1.95 1.95 20 0 0 0
Tower 0 14 28 0 -31 -3 -185 1.95 1.95 20 0 0 0
Tower 0 14 29 0 -31 -1 -185 1.95 1.95 20 0 0 0
Tower 0 15 28 0 -29 -3 -185 1.95 1.95 20 0 0 0
Tower 0 15 29 0 -29 -1 -185 1.95 1.95 20 0 0 0
Tower 0 14 30 0 -31 1 -185 1.95 1.95 20 0 0 0
Tower 0 14 31 0 -31 3 -185 1.95 1.95 20 0 0 0
Tower 0 15 30 0 -29 1 -185 1.95 1.95 20 0 0 0
Tower 0 15 31 0 -29 3 -185 1.95 1.95 20 0 0 0
Tower 0 14 32 0 -31 5 -185 1.95 1.95 20 0 0 0
Tower 0 14 33 0 -31 7 -185 1.95 1.95 20 0 0 0
Tower 0 15 32 0 -29 5 -185 1.95 1.95 20 0 0 0
Tower 0 15 33 0 -29 7 -185 1.95 1.95 20 0 0 0
Tower 0 14 34 0 -31 9 -185 1.95 1.95 20 0 0 0
Tower 0 14 35 0 -31 11 -185 1.95 1.95 20 0 0 0
Tower 0 15 34 0 -29 9 -185 1.95 1.95 20 0 0 0
Tower 0 15 35 0 -29 11 -185 1.95 1.95 20 0 0 0
Tower 0 14 36 0 -31 13 -185 1.95 1.95 20 0 0 0
Tower 0 14 37 0 -31 15 -185 1.95 1.95 20 0 0 0
Tower 0 15 36 0 -29 13 -185 1.95 1.95 20 0 0 0
Tower 0 15 37 0 -29 15 -185 1.95 1.95 20 0 0 0
Tower 0 14 38 0 -31 17 -185 1.95 1.95 20 0 0 0
Tower 0 14 39 0 -31 19 -185 1.95 1.95 20 0 0 0
Tower 0 15 38 0 -29 17 -185 1.95 1.95 20 0 0 0
Tower 0 15 39 0 -29 19 -185 1.95 1.95 20 0 0 0
Tower 0 14 40 0 -31 21 -185 1.95 1.95 20 0 0 0
Tower 0 14 41 0 -31 23 -185 1.95 1.95 20 0 0 0
Tower 0 15 40 0 -29 21 -185 1.95 1.95 20 0 0 0
Tower 0 15 41 0 -29 23 -185 1.95 1.95 20 0 0 0
Tower 0 14 42 0 -31 25 -185 1.95 1.95 20 0 0 0
Tower 0 14 43 0 -31 27 -185 1.95 1.95 20 0 0 0
Tower 0 15 42 0 -29 25 -185 1.95 1.95 20 0 0 0
Tower 0 15 43 0 -29 27 -185 1.95 1.95 20 0 0 0
Tower 0 14 44 0 -31 29 -185 1.95 1.95 20 0 0 0
Tower 0 14 45 0 -31 31 -185 1.95 1.95 20 0 0 0
Tower 0 15 44 0 -29 29 -185 1.95 1.95 20 0 0 0
Tower 0 15 45 0 -29 31 -185 1.95 1.95 20 0 0 0
Tower 0 14 46 0 -31 33 -185 1.95 1.95 20 0 0 0
Tower 0 14 47 0 -31 35 -185 1.95 1.95 20 0 0 0
Tower 0 15 46 0 -29 33 -185 1.95 1.95 20 0 0 0
Tower 0 15 47 0 -29 35 -185 1.95 1.95 20 0 0 0
Tower 0 14 48 0 -31 37 -185 1.95 1.95 20 0 0 0
Tower 0 14 49 0 -31 39 -185 1.95 1.95 20 0 0 0
Tower 0 15 48 0 -29 37 -185 1.95 1.95 20 0 0 0
Tower 0 15 49 0 -29 39 -185 1.95 1.95 20 0 0 0
Tower 0 14 50 0 -31 41 -185 1.95 1.95 20 0 0 0
Tower 0 14 51 0 -31 43 -185 1.95 1.95 20 0 0 0
Tower 0 15 50 0 -29 41 -185 1.95 1.95 20 0 0 0
Tower 0 15 51 0 -29 43 -185 1.95 1.95 20 0 0 0
Tower 0 14 52 0 -31 45 -185 1.95 1.95 20 0 0 0
Tower 0 14 53 0 -31 47 -185 1.95 1.95 20 0 0 0
Tower 0 15 52 0 -29 45 -185 1.95 1.95 20 0 0 0
Tower 0 15 53 0 -29 47 -185 1.95 1.95 20 0 0 0
Tower 0 14 54 0 -31 49 -185 1.95 1.95 20 0 0 0
Tower 0 14 55 0 -31 51 -185 1.95 1.95 20 0 0 0
Tower 0 15 54 0 -29 49 -185 1.95 1.95 20 0 0 0
Tower 0 15 55 0 -29 51 -185 1.95 1.95 20 0 0 0
Tower 0 16 2 0 -27 -55 -185 1.95 1.95 20 0 0 0
Tower 0 16 3 0 -27 -53 -185 1.95 1.95 20 0 0 0
Tower 0 17 2 0 -25 -55 -185 1.95 1.95 20 0 0 0
Tower 0 17 3 0 -25 -53 -185 1.95 1.95 20 0 0 0
Tower 0 16 4 0 -27 -51 -185 1.95 1.95 20 0 0 0
Tower 0 16 5 0 -27 -49 -185 1.95 1.95 20 0 0 0
Tower 0 17 4 0 -25 -51 -185 1.95 1.95 20 0 0 0
Tower 0 17 5 0 -25 -49 -185 1.95 1.95 20 0 0 0
Tower 0 16 6 0 -27 -47 -185 1.95 1.95 20 0 0 0
Tower 0 16 7 0 -27 -45 -185 1.95 1.95 20 0 0 0
Tower 0 17 6 0 -25 -47 -185 1.95 1.95 20 0 0 0
Tower 0 17 7 0 -25 -45 -185 1.95 1.95 20 0 0 0
Tower 0 16 8 0 -27 -43 -185 1.95 1.95 20 0 0 0
Tower 0 16 9 0 -27 -41 -185 1.95 1.95 20 0 0 0
Tower 0 17 8 0 -25 -43 -185 1.95 1.95 20 0 0 0
Tower 0 17 9 0 -25 -41 -185 1.95 1.95 20 0 0 0
Tower 0 16 10 0 -27 -39 -185 1.95 1.95 20 0 0 0
Tower 0 16 11 0 -27 -37 -185 1.95 1.95 20 0 0 0
Tower 0 17 10 0 -25 -39 -185 1.95 1.95 20 0 0 0
Tower 0 17 11 0 -25 -37 -185 1.95 1.95 20 0 0 0
Tower 0 16 12 0 -27 -35 -185 1.95 1.95 20 0 0 0
Tower 0 16 13 0 -27 -33 -185 1.95 1.95 20 0 0 0
Tower 0 17 12 0 -25 -35 -185 1.95 1.95 20 0 0 0
Tower 0 17 13 0 -25 -33 -185 1.95 1.95 20 0 0 0
Tower 0 16 14 0 -27 -31 -185 1.95 1.95 20 0 0 0
Tower 0 16 15 0 -27 -29 -185 1.95 1.95 20 0 0 0
Tower 0 17 14 0 -25 -31 -185 1.95 1.95 20 0 0 0
Tower 0 17 15 0 -25 -29 -185 1.95 1.95 20 0 0 0
Tower 0 16 16 0 -27 -27 -185 1.95 1.95 20 0 0 0
Tower 0 16 17 0 -27 -25 -185 1.95 1.95 20 0 0 0
Tower 0 17 16 0 -25 -27 -185 1.95 1.95 20 0 0 0
Tower 0 17 17 0 -25 -25 -185 1.95 1.95 20 0 0 0
Tower 0 16 18 0 -27 -23 -185 1.95 1.95 20 0 0 0
Tower 0 16 19 0 -27 -21 -185 1.95 1.95 20 0 0 0
Tower 0 17 18 0 -25 -23 -185 1.95 1.95 20 0 0 0
Tower 0 17 19 0 -25 -21 -185 1.95 1.95 20 0 0 0
Tower 0 16 20 0 -27 -19 -185 1.95 1.95 20 0 0 0
Tower 0 16 21 0 -27 -17 -185 1.95 1.95 20 0 0 0
Tower 0 17 20 0 -25 -19 -185 1.95 1.95 20 0 0 0
Tower 0 17 21 0 -25 -17 -185 1.95 1.95 20 0 0 0
Tower 0 16 22 0 -27 -15 -185 1.95 1.95 20 0 0 0
Tower 0 16 23 0 -27 -13 -185 1.95 1.95 20 0 0 0
Tower 0 17 22 0 -25 -15 -185 1.95 1.95 20 0 0 0
Tower 0 17 23 0 -25 -13 -185 1.95 1.95 20 0 0 0
Tower 0 16 24 0 -27 -11 -185 1.95 1.95 20 0 0 0
Tower 0 16 25 0 -27 -9 -185 1.95 1.95 20 0 0 0
Tower 0 17 24 0 -25 -11 -185 1.95 1.95 20 0 0 0
Tower 0 17 25 0 -25 -9 -185 1.95 1.95 20 0 0 0
Tower 0 16 26 0 -27 -7 -185 1.95 1.95 20 0 0 0
Tower 0 16 27 0 -27 -5 -185 1.95 1.95 20 0 0 0
Tower 0 17 26 0 -25 -7 -185 1.95 1.95 20 0 0 0
Tower 0 17 27 0 -25 -5 -185 1.95 1.95 20 0 0 0
Tower 0 16 28 0 -27 -3 -185 1.95 1.95 20 0 0 0
Tower 0 16 29 0 -27 -1 -185 1.95 1.95 20 0 0 0
Tower 0 17 28 0 -25 -3 -185 1.95 1.95 20 0 0 0
Tower 0 17 29 0 -25 -1 -185 1.95 1.95 20 0 0 0
Tower 0 16 30 0 -27 1 -185 1.95 1.95 20 0 0 0
Tower 0 16 31 0 -27 3 -185 1.95 1.95 20 0 0 0
Tower 0 17 30 0 -25 1 -185 1.95 1.95 20 0 0 0
Tower 0 17 31 0 -25 3 -185 1.95 1.95 20 0 0 0
Tower 0 16 32 0 -27 5 -185 1.95 1.95 20 0 0 0
Tower 0 16 33 0 -27 7 -185 1.95 1.95 20 0 0 0
Tower 0 17 32 0 -25 5 -185 1.95 1.95 20 0 0 0
Tower 0 17 33 0 -25 7 -185 1.95 1.95 20 0 0 0
Tower 0 16 34 0 -27 9 -185 1.95 1.95 20 0 0 0
Tower 0 16 35 0 -27 11 -185 1.95 1.95 20 0 0 0
Tower 0 17 34 0 -25 9 -185 1.95 1.95 20 0 0 0
Tower 0 17 35 0 -25 11 -185 1.95 1.95 20 0 0 0
Tower 0 16 36 0 -27 13 -185 1.95 1.95 20 0 0 0
Tower 0 16 37 0 -27 15 -185 1.95 1.95 20 0 0 0
Tower 0 17 36 0 -25 13 -185 1.95 1.95 20 0 0 0
Tower 0 17 37 0 -25 15 -185 1.95 1.95 20 0 0 0
Tower 0 16 38 0 -27 17 -185 1.95 1.95 20 0 0 0
Tower 0 16 39 0 -27 19 -185 1.95 1.95 20 0 0 0
Tower 0 17 38 0 -25 17 -185 1.95 1.95 20 0 0 0
Tower 0 17 39 0 -25 19 -185 1.95 1.95 20 0 0 0
