Gtype 1
Gr1_inner 53
Gr1_outer 75
Gr2_inner 53
Gr2_outer 75
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 27 32 0 32 52 -210 3.8 3.8 40 0 0 0
Tower 0 27 33 0 32 56 -210 3.8 3.8 40 0 0 0
Tower 0 27 34 0 32 60 -210 3.8 3.8 40 0 0 0
Tower 0 27 35 0 32 64 -210 3.8 3.8 40 0 0 0
Tower 0 28 3 0 36 -64 -210 3.8 3.8 40 0 0 0
Tower 0 28 4 0 36 -60 -210 3.8 3.8 40 0 0 0
Tower 0 28 5 0 36 -56 -210 3.8 3.8 40 0 0 0
Tower 0 28 6 0 36 -52 -210 3.8 3.8 40 0 0 0
Tower 0 28 7 0 36 -48 -210 3.8 3.8 40 0 0 0
Tower 0 28 8 0 36 -44 -210 3.8 3.8 40 0 0 0
Tower 0 28 9 0 36 -40 -210 3.8 3.8 40 0 0 0
Tower 0 28 29 0 36 40 -210 3.8 3.8 40 0 0 0
Tower 0 28 30 0 36 44 -210 3.8 3.8 40 0 0 0
Tower 0 28 31 0 36 48 -210 3.8 3.8 40 0 0 0
Tower 0 28 32 0 36 52 -210 3.8 3.8 40 0 0 0
Tower 0 28 33 0 36 56 -210 3.8 3.8 40 0 0 0
Tower 0 28 34 0 36 60 -210 3.8 3.8 40 0 0 0
Tower 0 28 35 0 36 64 -210 3.8 3.8 40 0 0 0
Tower 0 29 4 0 40 -60 -210 3.8 3.8 40 0 0 0
Tower 0 29 5 0 40 -56 -210 3.8 3.8 40 0 0 0
Tower 0 29 6 0 40 -52 -210 3.8 3.8 40 0 0 0
Tower 0 29 7 0 40 -48 -210 3.8 3.8 40 0 0 0
Tower 0 29 8 0 40 -44 -210 3.8 3.8 40 0 0 0
Tower 0 29 9 0 40 -40 -210 3.8 3.8 40 0 0 0
Tower 0 29 10 0 40 -36 -210 3.8 3.8 40 0 0 0
Tower 0 29 28 0 40 36 -210 3.8 3.8 40 0 0 0
Tower 0 29 29 0 40 40 -210 3.8 3.8 40 0 0 0
Tower 0 29 30 0 40 44 -210 3.8 3.8 40 0 0 0
Tower 0 29 31 0 40 48 -210 3.8 3.8 40 0 0 0
Tower 0 29 32 0 40 52 -210 3.8 3.8 40 0 0 0
Tower 0 29 33 0 40 56 -210 3.8 3.8 40 0 0 0
Tower 0 29 34 0 40 60 -210 3.8 3.8 40 0 0 0
Tower 0 30 4 0 44 -60 -210 3.8 3.8 40 0 0 0
Tower 0 30 5 0 44 -56 -210 3.8 3.8 40 0 0 0
Tower 0 30 6 0 44 -52 -210 3.8 3.8 40 0 0 0
Tower 0 30 7 0 44 -48 -210 3.8 3.8 40 0 0 0
Tower 0 30 8 0 44 -44 -210 3.8 3.8 40 0 0 0
Tower 0 30 9 0 44 -40 -210 3.8 3.8 40 0 0 0
Tower 0 30 10 0 44 -36 -210 3.8 3.8 40 0 0 0
Tower 0 30 11 0 44 -32 -210 3.8 3.8 40 0 0 0
Tower 0 30 27 0 44 32 -210 3.8 3.8 40 0 0 0
Tower 0 30 28 0 44 36 -210 3.8 3.8 40 0 0 0
Tower 0 30 29 0 44 40 -210 3.8 3.8 40 0 0 0
Tower 0 30 30 0 44 44 -210 3.8 3.8 40 0 0 0
Tower 0 30 31 0 44 48 -210 3.8 3.8 40 0 0 0
Tower 0 30 32 0 44 52 -210 3.8 3.8 40 0 0 0
Tower 0 30 33 0 44 56 -210 3.8 3.8 40 0 0 0
Tower 0 30 34 0 44 60 -210 3.8 3.8 40 0 0 0
Tower 0 31 5 0 48 -56 -210 3.8 3.8 40 0 0 0
Tower 0 31 6 0 48 -52 -210 3.8 3.8 40 0 0 0
Tower 0 31 7 0 48 -48 -210 3.8 3.8 40 0 0 0
Tower 0 31 8 0 48 -44 -210 3.8 3.8 40 0 0 0
Tower 0 31 9 0 48 -40 -210 3.8 3.8 40 0 0 0
Tower 0 31 10 0 48 -36 -210 3.8 3.8 40 0 0 0
Tower 0 31 11 0 48 -32 -210 3.8 3.8 40 0 0 0
Tower 0 31 12 0 48 -28 -210 3.8 3.8 40 0 0 0
Tower 0 31 13 0 48 -24 -210 3.8 3.8 40 0 0 0
Tower 0 31 25 0 48 24 -210 3.8 3.8 40 0 0 0
Tower 0 31 26 0 48 28 -210 3.8 3.8 40 0 0 0
Tower 0 31 27 0 48 32 -210 3.8 3.8 40 0 0 0
Tower 0 31 28 0 48 36 -210 3.8 3.8 40 0 0 0
Tower 0 31 29 0 48 40 -210 3.8 3.8 40 0 0 0
Tower 0 31 30 0 48 44 -210 3.8 3.8 40 0 0 0
Tower 0 31 31 0 48 48 -210 3.8 3.8 40 0 0 0
Tower 0 31 32 0 48 52 -210 3.8 3.8 40 0 0 0
Tower 0 31 33 0 48 56 -210 3.8 3.8 40 0 0 0
Tower 0 32 6 0 52 -52 -210 3.8 3.8 40 0 0 0
Tower 0 32 7 0 52 -48 -210 3.8 3.8 40 0 0 0
Tower 0 32 8 0 52 -44 -210 3.8 3.8 40 0 0 0
Tower 0 32 9 0 52 -40 -210 3.8 3.8 40 0 0 0
Tower 0 32 10 0 52 -36 -210 3.8 3.8 40 0 0 0
Tower 0 32 11 0 52 -32 -210 3.8 3.8 40 0 0 0
Tower 0 32 12 0 52 -28 -210 3.8 3.8 40 0 0 0
Tower 0 32 13 0 52 -24 -210 3.8 3.8 40 0 0 0
Tower 0 32 14 0 52 -20 -210 3.8 3.8 40 0 0 0
Tower 0 32 15 0 52 -16 -210 3.8 3.8 40 0 0 0
Tower 0 32 16 0 52 -12 -210 3.8 3.8 40 0 0 0
Tower 0 32 22 0 52 12 -210 3.8 3.8 40 0 0 0
Tower 0 32 23 0 52 16 -210 3.8 3.8 40 0 0 0
Tower 0 32 24 0 52 20 -210 3.8 3.8 40 0 0 0
Tower 0 32 25 0 52 24 -210 3.8 3.8 40 0 0 0
Tower 0 32 26 0 52 28 -210 3.8 3.8 40 0 0 0
Tower 0 32 27 0 52 32 -210 3.8 3.8 40 0 0 0
Tower 0 32 28 0 52 36 -210 3.8 3.8 40 0 0 0
Tower 0 32 29 0 52 40 -210 3.8 3.8 40 0 0 0
Tower 0 32 30 0 52 44 -210 3.8 3.8 40 0 0 0
Tower 0 32 31 0 52 48 -210 3.8 3.8 40 0 0 0
Tower 0 32 32 0 52 52 -210 3.8 3.8 40 0 0 0
Tower 0 33 7 0 56 -48 -210 3.8 3.8 40 0 0 0
Tower 0 33 8 0 56 -44 -210 3.8 3.8 40 0 0 0
Tower 0 33 9 0 56 -40 -210 3.8 3.8 40 0 0 0
Tower 0 33 10 0 56 -36 -210 3.8 3.8 40 0 0 0
Tower 0 33 11 0 56 -32 -210 3.8 3.8 40 0 0 0
Tower 0 33 12 0 56 -28 -210 3.8 3.8 40 0 0 0
Tower 0 33 13 0 56 -24 -210 3.8 3.8 40 0 0 0
Tower 0 33 14 0 56 -20 -210 3.8 3.8 40 0 0 0
Tower 0 33 15 0 56 -16 -210 3.8 3.8 40 0 0 0
Tower 0 33 16 0 56 -12 -210 3.8 3.8 40 0 0 0
Tower 0 33 17 0 56 -8 -210 3.8 3.8 40 0 0 0
Tower 0 33 18 0 56 -4 -210 3.8 3.8 40 0 0 0
Tower 0 33 19 0 56 0 -210 3.8 3.8 40 0 0 0
Tower 0 33 20 0 56 4 -210 3.8 3.8 40 0 0 0
Tower 0 33 21 0 56 8 -210 3.8 3.8 40 0 0 0
Tower 0 33 22 0 56 12 -210 3.8 3.8 40 0 0 0
Tower 0 33 23 0 56 16 -210 3.8 3.8 40 0 0 0
Tower 0 33 24 0 56 20 -210 3.8 3.8 40 0 0 0
Tower 0 33 25 0 56 24 -210 3.8 3.8 40 0 0 0
Tower 0 33 26 0 56 28 -210 3.8 3.8 40 0 0 0
Tower 0 33 27 0 56 32 -210 3.8 3.8 40 0 0 0
Tower 0 33 28 0 56 36 -210 3.8 3.8 40 0 0 0
Tower 0 33 29 0 56 40 -210 3.8 3.8 40 0 0 0
Tower 0 33 30 0 56 44 -210 3.8 3.8 40 0 0 0
Tower 0 33 31 0 56 48 -210 3.8 3.8 40 0 0 0
Tower 0 34 8 0 60 -44 -210 3.8 3.8 40 0 0 0
Tower 0 34 9 0 60 -40 -210 3.8 3.8 40 0 0 0
Tower 0 34 10 0 60 -36 -210 3.8 3.8 40 0 0 0
Tower 0 34 11 0 60 -32 -210 3.8 3.8 40 0 0 0
Tower 0 34 12 0 60 -28 -210 3.8 3.8 40 0 0 0
Tower 0 34 13 0 60 -24 -210 3.8 3.8 40 0 0 0
Tower 0 34 14 0 60 -20 -210 3.8 3.8 40 0 0 0
Tower 0 34 15 0 60 -16 -210 3.8 3.8 40 0 0 0
Tower 0 34 16 0 60 -12 -210 3.8 3.8 40 0 0 0
Tower 0 34 17 0 60 -8 -210 3.8 3.8 40 0 0 0
Tower 0 34 18 0 60 -4 -210 3.8 3.8 40 0 0 0
Tower 0 34 19 0 60 0 -210 3.8 3.8 40 0 0 0
Tower 0 34 20 0 60 4 -210 3.8 3.8 40 0 0 0
Tower 0 34 21 0 60 8 -210 3.8 3.8 40 0 0 0
Tower 0 34 22 0 60 12 -210 3.8 3.8 40 0 0 0
Tower 0 34 23 0 60 16 -210 3.8 3.8 40 0 0 0
Tower 0 34 24 0 60 20 -210 3.8 3.8 40 0 0 0
Tower 0 34 25 0 60 24 -210 3.8 3.8 40 0 0 0
Tower 0 34 26 0 60 28 -210 3.8 3.8 40 0 0 0
Tower 0 34 27 0 60 32 -210 3.8 3.8 40 0 0 0
Tower 0 34 28 0 60 36 -210 3.8 3.8 40 0 0 0
Tower 0 34 29 0 60 40 -210 3.8 3.8 40 0 0 0
Tower 0 34 30 0 60 44 -210 3.8 3.8 40 0 0 0
Tower 0 35 10 0 64 -36 -210 3.8 3.8 40 0 0 0
Tower 0 35 11 0 64 -32 -210 3.8 3.8 40 0 0 0
Tower 0 35 12 0 64 -28 -210 3.8 3.8 40 0 0 0
Tower 0 35 13 0 64 -24 -210 3.8 3.8 40 0 0 0
Tower 0 35 14 0 64 -20 -210 3.8 3.8 40 0 0 0
Tower 0 35 15 0 64 -16 -210 3.8 3.8 40 0 0 0
Tower 0 35 16 0 64 -12 -210 3.8 3.8 40 0 0 0
Tower 0 35 17 0 64 -8 -210 3.8 3.8 40 0 0 0
Tower 0 35 18 0 64 -4 -210 3.8 3.8 40 0 0 0
Tower 0 35 19 0 64 0 -210 3.8 3.8 40 0 0 0
Tower 0 35 20 0 64 4 -210 3.8 3.8 40 0 0 0
Tower 0 35 21 0 64 8 -210 3.8 3.8 40 0 0 0
Tower 0 35 22 0 64 12 -210 3.8 3.8 40 0 0 0
Tower 0 35 23 0 64 16 -210 3.8 3.8 40 0 0 0
Tower 0 35 24 0 64 20 -210 3.8 3.8 40 0 0 0
Tower 0 35 25 0 64 24 -210 3.8 3.8 40 0 0 0
Tower 0 35 26 0 64 28 -210 3.8 3.8 40 0 0 0
Tower 0 35 27 0 64 32 -210 3.8 3.8 40 0 0 0
Tower 0 35 28 0 64 36 -210 3.8 3.8 40 0 0 0
Tower 0 36 12 0 68 -28 -210 3.8 3.8 40 0 0 0
Tower 0 36 13 0 68 -24 -210 3.8 3.8 40 0 0 0
Tower 0 36 14 0 68 -20 -210 3.8 3.8 40 0 0 0
Tower 0 36 15 0 68 -16 -210 3.8 3.8 40 0 0 0
Tower 0 36 16 0 68 -12 -210 3.8 3.8 40 0 0 0
Tower 0 36 17 0 68 -8 -210 3.8 3.8 40 0 0 0
Tower 0 36 18 0 68 -4 -210 3.8 3.8 40 0 0 0
Tower 0 36 19 0 68 0 -210 3.8 3.8 40 0 0 0
Tower 0 36 20 0 68 4 -210 3.8 3.8 40 0 0 0
Tower 0 36 21 0 68 8 -210 3.8 3.8 40 0 0 0
Tower 0 36 22 0 68 12 -210 3.8 3.8 40 0 0 0
Tower 0 36 23 0 68 16 -210 3.8 3.8 40 0 0 0
Tower 0 36 24 0 68 20 -210 3.8 3.8 40 0 0 0
Tower 0 36 25 0 68 24 -210 3.8 3.8 40 0 0 0
Tower 0 36 26 0 68 28 -210 3.8 3.8 40 0 0 0
