Gtype 1
Gr1_inner 84
Gr1_outer 132
Gr2_inner 84
Gr2_outer 132
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 8 40 0 -98 30 -260 3.8 3.8 40 0 0 0
Tower 0 8 41 0 -98 34 -260 3.8 3.8 40 0 0 0
Tower 0 8 42 0 -98 38 -260 3.8 3.8 40 0 0 0
Tower 0 8 43 0 -98 42 -260 3.8 3.8 40 0 0 0
Tower 0 8 44 0 -98 46 -260 3.8 3.8 40 0 0 0
Tower 0 8 45 0 -98 50 -260 3.8 3.8 40 0 0 0
Tower 0 8 46 0 -98 54 -260 3.8 3.8 40 0 0 0
Tower 0 8 47 0 -98 58 -260 3.8 3.8 40 0 0 0
Tower 0 8 48 0 -98 62 -260 3.8 3.8 40 0 0 0
Tower 0 8 49 0 -98 66 -260 3.8 3.8 40 0 0 0
Tower 0 8 50 0 -98 70 -260 3.8 3.8 40 0 0 0
Tower 0 8 51 0 -98 74 -260 3.8 3.8 40 0 0 0
Tower 0 8 52 0 -98 78 -260 3.8 3.8 40 0 0 0
Tower 0 8 53 0 -98 82 -260 3.8 3.8 40 0 0 0
Tower 0 8 54 0 -98 86 -260 3.8 3.8 40 0 0 0
Tower 0 9 10 0 -94 -90 -260 3.8 3.8 40 0 0 0
Tower 0 9 11 0 -94 -86 -260 3.8 3.8 40 0 0 0
Tower 0 9 12 0 -94 -82 -260 3.8 3.8 40 0 0 0
Tower 0 9 13 0 -94 -78 -260 3.8 3.8 40 0 0 0
Tower 0 9 14 0 -94 -74 -260 3.8 3.8 40 0 0 0
Tower 0 9 15 0 -94 -70 -260 3.8 3.8 40 0 0 0
Tower 0 9 16 0 -94 -66 -260 3.8 3.8 40 0 0 0
